dataset,model,elapsed_mean,elapsed_std,nnz_mean,nnz_std,fdr_mean,fdr_std,tpr_mean,tpr_std,fpr_mean,fpr_std,precision_mean,precision_std,recall_mean,recall_std,F1_mean,F1_std,shd_mean,shd_std,SID_mean,SID_std,source_kind,graph_kind,n_nodes,filename_n_edges,n_edges,graph_type,graph_type_label,NSHD_mean,NSHD_std,SID_low_mean,SID_low_std,SID_high_mean,SID_high_std,NSID_mean,NSID_std,NSID_low_mean,NSID_low_std,NSID_high_mean,NSID_high_std
dag_5_nodes_5_edges_semantics_random,ABAPC,0.04436954558826978,0.007403409435469161,,,,,,,,,0.7989999999999998,0.007071067811865468,0.7959999999999999,0.0282842712474619,0.7973334999999997,0.01885500232033928,1.02,0.14142135623730948,4.741666666666666,0.18614875917990337,csv,dag,5,5,5,random,LT,0.20400000000000001,0.028284271247461894,4.741666666666666,0.18614875917990337,4.741666666666666,0.18614875917990337,0.9483333333333333,0.03722975183598067,0.9483333333333333,0.03722975183598067,0.9483333333333333,0.03722975183598067
dag_5_nodes_7_edges_degrees_ER,ABAPC-LLM,0.055076220734044855,0.007104759074948214,,,,,,,,,0.8949746666666666,0.02234588900794851,0.8437910666666667,0.07071033459681568,0.8672602666666666,0.042800454867780106,1.1133333333333333,0.5111456165026179,5.093333333333333,0.4950549111758867,csv,dag,5,7,7,ER,ER,0.15904761904761905,0.07302080235751685,5.093333333333333,0.4950549111758867,5.093333333333333,0.4950549111758867,0.7276190476190475,0.07072213016798382,0.7276190476190475,0.07072213016798382,0.7276190476190475,0.07072213016798382
dag_5_nodes_7_edges_degrees_ER,ABAPC,0.059575472800061056,0.007979440082502703,,,,,,,,,0.8815866666666665,0.06933264128383028,0.8310295999999999,0.09379376202282609,0.8542553333333331,0.07742219490231503,1.2026666666666666,0.719152940883198,5.4506666666666685,1.606368278950704,csv,dag,5,7,7,ER,ER,0.1718095238095238,0.10273613441188544,5.4506666666666685,1.606368278950704,5.4506666666666685,1.606368278950704,0.778666666666667,0.22948118270724344,0.778666666666667,0.22948118270724344,0.778666666666667,0.22948118270724344
dag_5_nodes_7_edges_degrees_SF,ABAPC-LLM,0.025112706022337027,0.006681878620171713,,,,,,,,,0.8250160000000001,0.0412426040865115,0.625,0.0,0.71068,0.01766691823720256,1.54,0.19794866372215741,3.0,0.0,csv,dag,5,7,4,SF,SF,0.385,0.049487165930539354,3.0,0.0,3.0,0.0,0.75,0.0,0.75,0.0,0.75,0.0
dag_5_nodes_7_edges_degrees_SF,ABAPC,0.025257998621091196,0.006149105240375343,,,,,,,,,0.7750135000000001,0.154311313121877,0.5875,0.11364216126212372,0.6773483333333332,0.10135253450210313,1.69,0.4832922806867792,3.725,2.197081784401058,csv,dag,5,7,4,SF,SF,0.4225,0.1208230701716948,3.725,2.197081784401058,3.725,2.197081784401058,0.93125,0.5492704461002645,0.93125,0.5492704461002645,0.93125,0.5492704461002645
dag_5_nodes_7_edges_degrees_random,ABAPC-LLM,0.22741155492141843,0.0541744250588868,,,,,,,,,0.896998,0.10976747871602713,0.585696,0.0645407345189447,0.7056259999999999,0.06525630725634646,3.24,0.6487035736995845,9.26,1.2257442553778652,csv,dag,5,7,7,random,LT,0.4628571428571429,0.09267193909994065,9.26,1.2257442553778652,9.26,1.2257442553778652,1.3228571428571427,0.1751063221968379,1.3228571428571427,0.1751063221968379,1.3228571428571427,0.1751063221968379
dag_5_nodes_7_edges_degrees_random,ABAPC,0.1661974810063839,0.04514725467972656,,,,,,,,,0.6155666666666666,0.14130971849788007,0.3964831333333333,0.10830561226313073,0.48023226666666674,0.1194465876238586,4.496666666666666,0.9242819116233937,13.259333333333332,2.2628548380619975,csv,dag,5,7,7,random,LT,0.6423809523809523,0.13204027308905625,13.259333333333332,2.2628548380619975,13.259333333333332,2.2628548380619975,1.894190476190476,0.32326497686599964,1.894190476190476,0.32326497686599964,1.894190476190476,0.32326497686599964
dag_5_nodes_7_edges_none_ER,ABAPC-LLM,0.05300507249310609,0.013367616070877098,,,,,,,,,0.9668950000000001,0.039037562039656123,0.8785400000000001,0.05050762924791558,0.9188289999999999,0.023073688721669317,0.87,0.3887447092625079,3.33,0.5307868629474085,csv,dag,5,7,7,ER,ER,0.12428571428571429,0.05553495846607256,3.33,0.5307868629474085,3.33,0.5307868629474085,0.4757142857142857,0.07582669470677264,0.4757142857142857,0.07582669470677264,0.4757142857142857,0.07582669470677264
dag_5_nodes_7_edges_none_ER,ABAPC,0.04573215528391298,0.011467270889539272,,,,,,,,,0.6062932666666667,0.08689070578692328,0.5459019333333334,0.08395807330751584,0.5733199333333334,0.07977544614686888,3.1986666666666665,0.6185697789486416,10.317333333333334,1.3148073498984325,csv,dag,5,7,7,ER,ER,0.45695238095238094,0.08836711127837737,10.317333333333334,1.3148073498984325,10.317333333333334,1.3148073498984325,1.473904761904762,0.1878296214140618,1.473904761904762,0.1878296214140618,1.473904761904762,0.1878296214140618
dag_5_nodes_7_edges_none_SF,ABAPC-LLM,0.018965718513354615,0.00661271615024287,,,,,,,,,0.7644483333333334,0.046022632366144574,0.43083333333333335,0.10433150223339374,0.5466583333333334,0.08997184500715173,2.2966666666666664,0.443253790623943,4.11,0.7511216103064722,csv,dag,5,7,4,SF,SF,0.5741666666666666,0.11081344765598575,4.11,0.7511216103064722,4.11,0.7511216103064722,1.0275,0.18778040257661804,1.0275,0.18778040257661804,1.0275,0.18778040257661804
dag_5_nodes_7_edges_none_SF,ABAPC,0.018773927874863105,0.006852355643013461,,,,,,,,,0.5600029999999999,0.14584912857862012,0.3225,0.15379966428667483,0.495222,0.11286909286943915,2.73,0.656288264190581,6.17,1.7745651953797192,csv,dag,5,7,4,SF,SF,0.6825,0.16407206604764524,6.17,1.7745651953797192,6.17,1.7745651953797192,1.5425,0.4436412988449298,1.5425,0.4436412988449298,1.5425,0.4436412988449298
dag_5_nodes_7_edges_none_random,ABAPC-LLM,0.06988658037967975,0.019790292196824724,,,,,,,,,0.9975,0.017677669529663688,0.9228419999999999,0.09223062285291547,0.956108,0.05183129162809599,0.56,0.6439672954048369,1.1,1.4463183379511848,csv,dag,5,7,7,random,LT,0.08,0.0919953279149767,1.1,1.4463183379511848,1.1,1.4463183379511848,0.15714285714285717,0.20661690542159783,0.15714285714285717,0.20661690542159783,0.15714285714285717,0.20661690542159783
dag_5_nodes_7_edges_none_random,ABAPC,0.06474360998719925,0.005987777419706519,,,,,,,,,0.6942926666666667,0.2225792582694788,0.6562709999999998,0.2573849034437495,0.6730145999999999,0.24098944197842942,2.426,1.7875773138695916,9.437999999999999,5.055537409949744,csv,dag,5,7,7,random,LT,0.3465714285714286,0.25536818769565595,9.437999999999999,5.055537409949744,9.437999999999999,5.055537409949744,1.348285714285714,0.7222196299928205,1.348285714285714,0.7222196299928205,1.348285714285714,0.7222196299928205
dag_5_nodes_7_edges_semantics_ER,ABAPC-LLM,0.07531749927438793,0.0037006067278743423,,,,,,,,,0.8571000000000001,1.1214946133455537e-16,0.8571000000000001,1.1214946133455537e-16,0.8571000000000001,1.1214946133455537e-16,1.0,0.0,7.0,0.0,csv,dag,5,7,7,ER,ER,0.14285714285714285,0.0,7.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
dag_5_nodes_7_edges_semantics_ER,ABAPC,0.05371899602934713,0.0028515425673826087,,,,,,,,,0.9285499999999999,1.1214946133455537e-16,0.9285499999999999,1.1214946133455537e-16,0.9285499999999999,1.1214946133455537e-16,0.5,0.0,2.0,0.0,csv,dag,5,7,7,ER,ER,0.07142857142857142,0.0,2.0,0.0,2.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0
dag_5_nodes_7_edges_semantics_SF,ABAPC-LLM,0.0290583823062479,0.008991488646170148,,,,,,,,,0.8108445000000002,0.09494614360767575,0.6575,0.14243240430435192,0.7266813333333334,0.10498620801547881,1.37,0.5697296172174077,3.43,1.4949233821060353,csv,dag,5,7,4,SF,SF,0.3425,0.14243240430435192,3.43,1.4949233821060353,3.43,1.4949233821060353,0.8575,0.3737308455265088,0.8575,0.3737308455265088,0.8575,0.3737308455265088
dag_5_nodes_7_edges_semantics_SF,ABAPC,0.028784867040812928,0.009412772139148026,,,,,,,,,0.5646664000000001,0.10841349757370283,0.4684999999999999,0.15442536669068016,0.5546176333333334,0.10647083867954575,2.1260000000000003,0.6177014667627206,6.339333333333334,1.9196996410944447,csv,dag,5,7,4,SF,SF,0.5315000000000001,0.15442536669068016,6.339333333333334,1.9196996410944447,6.339333333333334,1.9196996410944447,1.5848333333333335,0.47992491027361117,1.5848333333333335,0.47992491027361117,1.5848333333333335,0.47992491027361117
dag_5_nodes_7_edges_semantics_random,ABAPC-LLM,0.10203364476561542,0.01177224342044725,,,,,,,,,1.0,0.0,0.7914120000000001,0.07189372156176083,0.8817920000000001,0.04521047756474878,1.46,0.5034574339058885,4.8,1.979486637221574,csv,dag,5,7,7,random,LT,0.20857142857142857,0.07192249055798407,4.8,1.979486637221574,4.8,1.979486637221574,0.6857142857142857,0.28278380531736774,0.6857142857142857,0.28278380531736774,0.6857142857142857,0.28278380531736774
dag_5_nodes_7_edges_semantics_random,ABAPC,0.0678483617957681,0.009877688195656587,,,,,,,,,0.47666320000000006,0.2110501939083087,0.38686600000000004,0.191087101808445,0.4263516,0.20073538511733321,4.292000000000001,1.3376555793550116,13.216,3.0330398303096673,csv,dag,5,7,7,random,LT,0.6131428571428572,0.19109365419357308,13.216,3.0330398303096673,13.216,3.0330398303096673,1.888,0.43329140432995245,1.888,0.43329140432995245,1.888,0.43329140432995245
